clean_news,label_encoded
tcs cuts senior employees variable pay for the third consecutive quarter due to attendancelinked policy junior employees have minimal variable components tcs delays annual salary increments amid global uncertainty but continues investing in employee training attrition rises slightly to 133 in march quarter,0
"tcs partners with jazeera airways for ailed transformation, aiming to enhance digital experience and revenue diversification the initiative involves modernizing digital channels like websites, apps, and ai chatbots jazeera serves 60 destinations, targeting growth by 2029",2
"tata consultancy services and ibm partner with andhra pradesh to deploy indias largest quantum computer at quantum valley tech park ibm quantum system two, featuring a 156qubit heron processor, will anchor the tech park to advance quantum algorithm and application development",2
"tcs and infosys start fy25 strong due to robust financial services contracts bfsi was tcss second fastest growing vertical, surpassing energy infosyss financial services revenue grew 126 in q4 fy25 of 24 large contracts, seven were in financial services, totaling 26 billion",2
tcs partners with ibm and andhra pradesh to build indias first quantum valley tech park a 156qubit ibm quantum system two is installed to boost indias quantum ecosystem,2
cognizants results and outlook boost sentiment for tcs and infosys,2
"tcs announced a final dividend of rs 30 per share for fy202425, with june 04, 2025, as the record date tcs q4 fy25 net profit fell 17 yoy to rs 12,224 crore, while revenue rose 53 to rs 64,479 crore",1
"tata consultancy services ltd designates four executives led by ceo for material events this aligns with sebi regulation 30 5, enhancing transparency with stock exchanges",1
tata consultancy services ltd plans analyst and investor meetings in mayjune 2025 events include bofa india it virtual series meetings also include bofa india conference and morgan stanley india investment forum in mumbai schedule subject to change,1
"tata consultancy services ltd completed transfer of 35 securities, making two entities wholly owned subsidiaries the transfer, executed by tril, aligns with the companies act 2013",1
tcs partners with sap to facilitate enterprisewide genai and cloud adoption this collaboration aims to enhance digital transformation for tcs clients,2
"tcs partners with sap to enhance genai and cloud services, supporting saps rise initiative focuses on scalability, agility, and innovation plans to establish an innovation council for sap clients",2
"q4 earnings season is underway bpcl, trent, ambuja cements, bajaj finance, shoppers stop among those releasing results today nuvama expects q4fy25 top line growth at 6, marking 8th quarter of sub10 growth nifty 50 earnings anticipated to grow 2 yoy",1
"tcs anticipates strong tech growth in india, brazil and key markets, despite shortterm challenges, according to a senior executive there is optimism about tech adoption and transformation opportunities in these growth regions, the executive mentioned on thursday",2
"tcs launched three indiafocused offerings, including the tcs sovereignsecure cloud for government and public sector this secure cloud aims to enhance indias data sovereignty and ai capabilities, using tata communications data centers in mumbai and hyderabad",2
tcs launches an indiafocused sovereign cloud to enhance domestic revenue,2
"indias it sector faces challenges with delayed tech spending due to tariff uncertainty analysts warn of margin pressures, especially in managed services us banks maintain tech investments, offering hope for the sector bfsi sector emerges as a green shoot amid uncertainties tcs ceo highlights bfsi clients focus on modernization, cost optimization, and tech investments major us banks continue strong tech spending, aiding indian it growth",0
"tcssponsored marathons generated 225b for local economies and 279m in charity donations, boosting the brand worldwide brand finance report reveals tcss strategic marathon sponsorship enhances brand value and community engagement through technology",2
tata consultancy services is the biggest loser on nifty after its q4 results,0
"sap s4hana adoption is accelerating in asia pacific, driven by greenfield projects and digital transformations, according to isg enterprises focus on cloud efficiency isg identifies accenture, capgemini, hcltech, infosys, tcs, and wipro as leaders in sap services wipro earns top customer satisfaction in isgs survey",2
"tata consultancy services reports q4 net profit of 345 crore, surpassing cnbc tv18 estimate of 305 crore",2
tcs and hcl technologies plan to distribute 94 of fy25 profits as dividends,2
"tcs and hcl technologies distributed 935 of fy25 profits as dividends, highlighting a commitment to shareholder returns despite challenges tcss total dividend was 44,962 crore, with 32,300 crore to tata sons hcl techs full year dividend increased by 154 to 16,250 crore despite high payouts, the nifty it index underperformed, dropping 22 ytd, contrasting with nifty50s 22 gain",2
"indian it firms aim to expand beyond the us, which accounts for 6570 of export revenues, amid global uncertainties analysts suggest focusing on client centricity and pricing flexibility infosys and tcs emphasize strategic growth in the us, with infosys noting 571 us revenue contribution by fy25 alternatives like japan, asean, and europe are explored for market expansion",1
"tcs has partnered with icici securities to upgrade its retail trading platform the collaboration will utilize tcs bancs for improved performance, impacting millions of icicis customers",2
"ai and uschina tariff war pose challenges to indias it sector major it firms like tcs, wipro, and infosys show signs of slowdown",0
"karnataka is facing a significant rural debt crisis, which is causing concern among financial analysts nonbanking financial companies nbfcs are showing warning signs amid this economic turmoil",1
apple leads the global smartphone market in q1 2025 tcs ranks second among global it service providers,2
tata consultancy services received an esg rating of crisil esg 74 the rating places tcs in the leadership category for esg performance,2
"tcs, infosys, and wipro are gearing up for significant fresher recruitment in fy26, reflecting optimistic growth projections these it giants are enhancing their hiring strategies to meet evolving tech demands and maintain competitive edge in the industry",2
"fy25 saw cautious hiring in it due to global uncertainties and budget constraints major indian it firms, including infosys, tcs, and wipro, added 13,500 employees, recovering from fy24 reductions",1
"crisil assigned an esg rating of 74 to tcs in the leadership category for fy 202425 the rating was based on public data, and tcs did not engage with crisil for this assessment",2
"major it firms tcs, wipro, and infosys report mixed q4fy25 results amid global uncertainties and slow demand growth infosys profits dropped by 1175, wipro profits rose 2593, and tcs profits slightly declined by 169",1
"top it exporters like tcs, infosys, wipro, and hcltech see declines the nifty it index dropped 95 in april, while nifty 50 gained 14",0
"tcs, infosys, and wipro have collectively added over 13,500 employees in fy25 this marks a reversal from the previous fiscals decline in workforce numbers",2
eas sarma claims the land given to tata consultancy services is undervalued the lands value should exceed 320 crore as per government rates,0
"infosys plans to hire 20,000 engineering graduates this fiscal year despite weak revenue growth tcs is committed to hiring 42,000 graduates, maintaining its annual hiring numbers",2
"tata consultancy services focuses primarily on it services, contributing to 99 of its net sales the company also provides consulting, engineering services, and solutions integration",1
tcs faces allegations in the us of favoring indian employees over american workers the it giant dismisses these claims as meritless and maintains its employment practices,0
"the eeoc investigates tcs for alleged discriminatory layoffs affecting american workers based on race, age, and origin complaints suggest tcs favored indian employees, especially on h1b visas, amidst layoffs of nonsouth asian staff",0
tcs collaborates with vianai to enhance ai solutions focus is on conversational ai and decision intelligence,2
"wipro and tcs express concerns over wage hikes due to increased global uncertainties and uschina trade tensions the wto forecasts a slowdown in global services trade growth, impacting sectors like travel and digitally delivered services",0
andhra it minister nara lokesh emphasized tcss role in driving it growth the discussion included the sale of land for 99 paisa and other relevant topics,1
"andhra pradesh has sold land to tata consultancy services at a nominal price to boost visakhapatnams it sector the deal aims to create 12,000 it jobs and attract more tech companies to set up operations in the city",2
andhra pradesh cabinet allotted 2116 acres in visakhapatnam to tcs the land was given at a symbolic price of 99 paisa to boost it development,2
"mutual funds heavily bought hdfc bank, reliance, eternal, zomato, and tcs in march major mutual fund selling occurred in kotak, airtel, axis bank, lt, and sun pharma",2
"the philippine stock exchange inc earns revenue from listing and trading fees it charges fees for ipos, additional listings, and annual maintenance",1
aarthi subramanian will become tcss first woman coo on may 1 she is also the first woman csuite executive in a major indian it firm,2
"chennais q1 2025 leasing hit 29 million sq ft, the highest in five quarters top tech firms drove chennais leasing surge, with major deals from tcs and walmart",2
"tata sons to receive rs 32,722 crore dividend from tcs for fy25 funds to be used for semiconductor, electronics manufacturing, and aviation ventures",1
tcs ceo krithivasan anticipates a resolution to the current tariff uncertainties the resolution is expected to positively impact tcss business operations,2
tcs ceo k krithivasan remains optimistic about growth in fy26 despite current macro uncertainties krithivasan emphasizes fy26 will surpass fy25 in growth performance for tata consultancy services,2
"tcs deferred its annual increments, breaking from its usual april cycle despite this, tcs promoted 11 lakh employees and plans to hire 42,000 trainees",0
mumbaibased company invests in gen ai projects alongside outsourcing budgets investment should ease concerns about fortune 500 companies reducing tech budgets,2
"tcs aims to maintain its longterm margin aspirations of 2628 amidst global uncertainties by optimizing cost structures tcs is focusing on showcasing capabilities in strategic projects like bsnls 5g rollout, potentially opening national and global opportunities",2
tcs ceo believes tariffinduced uncertainty is temporary the company remains optimistic about longterm growth despite challenges,2
"tcs ceo highlights potential impact of tariffs on retail, travel, and auto sectors trade uncertainty could lead to revenue challenges for companies in these industries",0
tcs is experiencing historically low wage growth as client spending tightens the tightening spending environment could impact tcss profitability,0
tcs shares remained stable despite the recent earnings announcement the market response indicates balanced expectations from investors,1
tata group defers wage hikes for 607 lakh employees due to tariffrelated business uncertainties this decision marks a cautious approach amid ongoing economic challenges affecting company performance,0
it stocks have seen a decline from their peak values today tcs experienced a nearly 3 drop from its intraday high,0
tata group stocks surged as tata steel and tata motors led gains following tariff pause by trump tata steels restructuring plans and tata motors uk sales growth fueled investor optimism,2
"tcs experiences minor project delays but no major cancellations amid us tariff uncertainties hiring plans for fy26 remain stable, similar to fy25, despite uncertain economic conditions",1
"niftys potential to reach 23800 depends on closing above 23000, a critical resistance level tcss positive results may boost the it sector, contributing to overall market sentiment",2
tata consultancy services reported a sequential drop in net profit for the march quarter tcs shares slipped 016 to rs 3241 following the announcement of financial results,0
"tcs faces minor slowdowns and decisionmaking delays due to us tariff uncertainty no significant project cancellations, but retail, travel, and auto sectors show weakness",0
"kotak and citi have lowered their target prices for tcs, with ratings of buy and sell respectively ubs is optimistic about tcs, setting a higher target, while nomura maintains a neutral stance",0
tcs declares a final dividend of 30 per share for fy25 this dividend reflects tcss strong financial performance and shareholder commitment,2
"mosl recommends buying tcs, setting a target of 3850 strong order book and margin growth are cited as key factors",2
"nuvama maintains a buy rating on tcs, setting a target price of 4,050 analysts cite shortterm macro challenges, but expect longterm tech recovery",2
"tcs appoints aarthi subramanian as executive director, president, and coo for a fiveyear term starting may 2025, pending shareholder approval adani energy solutions reports a 30 rise in transmission network length due to new order wins, showcasing strong bidding capabilities",2
"centrum has upgraded tcs to a buy rating target price for tcs is set at 4,211 due to strong genai momentum",2
analysts have reduced the share price target for tcs after q4 results the decision is based on an unclear growth outlook for the company,0
"brokerages nomura, goldman sachs, and jefferies cut price targets for tcs after a revenue miss tcs faces growth challenges due to delayed decisionmaking and scrutiny on discretionary it spends",0
"us president trumps 90day tariff pause impacts market sentiment tcss q4 results underperform expectations, affecting benchmarks",0
tcs delays fy25 wage hikes due to global uncertainties impacting client decisions no reduction in training investments early recovery signs hit by macro uncertainties,0
"tcs has postponed its annual wage increments, deviating from its usual april schedule the decision aligns with client uncertainties due to economic slowdown and tariff concerns",0
tcs has reached a 30 billion revenue milestone in fy25 revenue growth for tcs in fy25 was 42 in constant currency,2
"tcs appoints aarthi subramanian as executive director, president, and coo for a 5year term appointment is subject to shareholder approval, enhancing leadership with extensive digital expertise",2
"tcs stock has underperformed, down 18 in a year versus nifty 50s 2 decline tcs is trading at precovid valuations, but growth is lower with higher headwinds",0
"tata consultancy services tcs reported achieving a 30 billion revenue milestone with a 6 yoy growth strong growth in regional markets and industry verticals like energy, resources, and utilities led the performance",2
"tata consultancy services tcs reported its audited financial results for the year ended march 31, 2025 a final dividend of inr 30 per equity share has been recommended, subject to shareholder approval",2
"tata consultancy services board approved financial results for the year ending march 31, 2025 a final dividend of inr 30 per equity share was recommended, pending shareholder approval",2
"tata consultancy services limited is a leading indian it services company with diverse operations net sales are mainly from it services, consulting, and systems integration, with a strong market presence in the americas and europe",1
tata consultancy services reported weaker than expected quarterly results uncertainty around us tariffs is causing clients to reconsider discretionary projects,0
"tata consultancy services reported its financial results for the year ending march 31, 2025 the company achieved over 30 billion in annual revenues, highlighting strong performance",2
tata consultancy services will not increase salaries for employees starting april decision driven by macroeconomic uncertainty and global tariff wars,0
tcs surpassed analyst expectations for the quarter the company recorded its slowest fullyear revenue growth in four years,1
tcs reported a 06 quarteronquarter increase in international business revenue the company is optimistic about fy26 outperforming fy25 despite current uncertainties,2
"tcs added 625 employees in q4, indicating growth and expansion attrition rate rose to 133, reflecting potential challenges in employee retention",1
tata consultancy services held its earnings press conference for q4 fy25 the discussion focused on the financial performance and results of the quarter,1
"tcs added 625 employees in q4 fy25, reaching a total of 607,979 revenue growth of 08 in q4 fy25 fell short of market expectations",1
tcs has appointed aarthi subramanian as president and coo mangesh sathe takes on the role of chief strategy officer at tcs,2
"tcs appoints mangesh sathe as chief strategy officer effective may 2025 sathe currently leads tata strategic management group, aiding groupwide strategy",1
"tcs q4 results reveal net profit and revenue below expectations despite this, tcs secures record deal wins worth 122 billion",2
"tata consultancy services reported a 17 decline in q4 net profit despite the decline, earnings from the financial services industry were higher",1
"tata consultancy services reported lower than expected q4fy25 revenue due to north american weakness despite challenges, tcs saw growth in ai and digital innovation services, crossing 30 billion in annual revenue",1
"accentures net sales are divided into consulting and outsourcing services the company serves sectors like automotive, health, finance, and technology",1
"tcs reported a strong performance in q4 with significant growth in revenue and profit after tax pat the company declared an attractive dividend, indicating confidence in its financial health",2
tata consultancy services tcs has announced a final dividend of 30 per share this dividend announcement reflects tcss strong financial health and commitment to shareholders,2
"the company reported a profit of inr 12,293 crore for the year ending march 31, 2025 a final dividend of inr 30 per share has been recommended for shareholders",2
"the q4 earnings season begins with tcs, crucial for assessing valuation improvements understanding if valuations are relatively or absolutely cheap is key for market positioning",1
tcs kicks off the nifty 50 earnings season by releasing its q4 results the performance of tcs is often seen as a bellwether for the it sectors health in india,1
"tcs is set to announce its q4 results amid market volatility it sector hit 52week lows, but recent tariff pause may aid recovery",0
tcs is expected to announce its q4 earnings showing a 13 profit increase the company anticipates a 30 basis points improvement in margins quarter over quarter,2
tata consultancy services will announce q4 and fy25 earnings on thursday anand rathi wealth and evoq remedies will also release their financial results,1
"indiaai mission is advancing with interest from major tech and telecom companies like google, airtel, tcs, and infosys the initiative aims to create a robust ai ecosystem with supercomputing capabilities through a largescale gpu initiative",2
tcs is set to announce earnings amid a challenging market with sensex below its 50day average bse500 shows more decliners niftyit drops 221 while niftyfmcg gains 188,0
tcs ceo krithivasan is navigating significant challenges due to macroeconomic uncertainties the rise of generative ai poses a competitive threat to tcss traditional it service offerings,0
"midcap it firms are projected to grow 285 qoq in q4fy25, outperforming large caps tier i it companies face seasonal weakness tcs, infosys, and hclt to report revenue decline",0
"finance, it, and software sectors dominate linkedins 2025 top companies india list tata consultancy services leads the list, with accenture and infosys following",2
"tcs to report flat constant currency revenue growth for q4, with a 08 decline in usd terms key focus areas include deal wins, margin outlook, and trends in ai and banking sectors",0
"the rate cut expectation by 25 basis points aims to support economic growth amid global tariff risks top gainers from the sensex pack include titan, adani ports, bajaj finserv, and tata steel",1
"tcs is set to announce its earnings, with analysts focusing on management commentary for fy26 outlook trumps tariffs may indirectly affect it firms by pressuring us tech spending amidst economic uncertainty",0
half of the 30 sensex stocks fell over 5 on bse due to riskaverse sentiment the decline was triggered by us president donald trumps aggressive tariff announcement,0
"tcs may propose a final dividend during its q4 results on april 10, pending shareholder approval tcs reported a 56 yoy growth in revenue and a 12 increase in net profit for q3fy25",1
"indias it sector faces subdued growth in 4qfy25 due to seasonal weakness and reduced discretionary spending major players like tcs, infosys, and hcl technologies are expected to see revenue pressure and specific challenges",0
"indian firms q1fy26 revenue growth hit a 7quarter low of 34, per icici bank manufacturing and services sectors saw slowdowns policy support may aid h2 domestic demand",0
"icici bank traded 18m shares worth rs 257 crore today stock showed narrow range, mixed performance, and lower investor participation",1
"icici bank fy25 pbt rose to 6071bn, deposits grew 14 yoy gnpa at 039 q1 fy26 advances increased 115, pat grew 155 with strong asset quality",2
"rils agm today draws investor focus as indian markets open flatpositive key stocks to watch ril, ntpc, icici bank, paytm, cg power",1
"icici banks gcco subir saha retires effective august 28 anish madhavan, current smp, appointed gcco from august 29, 2025",1
"sensex drops over 350 points nifty falls below 24,900 icici bank and hdfc bank emerge as top drags in the market",0
"banksponsored funds lead mf flows sbi mf sees rs 38,429 crore net inflows in fy25 icici bank, hdfc bank, and sbi mutual fund dominate growth in regular schemes",2
"gic, icici bank to coinvest with tpg in 1b green energy nbfc, pending rbi approval nbfc to focus on renewable loans, with a lending book of rs 40,000 crore at inception",2
"icici bank trades near 52week high, market cap exceeds rs 10l crore outperformed sensex with 434 growth over the last decade",2
"sebis norm relaxation may ease 1 bn selloff risk for hdfc bank, icici bank proposed changes aim to mitigate selling pressure due to high nifty bank weightages",2
"icici bank reports weak demand for sdls for the 7th straight auction, with a bidtocover ratio of 271 and yields rising to 726 in contrast, gsecs saw robust demand, especially for the 30year tenor, with a bidtocover ratio of 291 and strong participation from insurers",0
"sp upgrades icici bank after indias sovereign upgrade affirms sacp at a rac ratio to improve asset quality, capitalization expected strong with stable outlook",2
icici bank to manage digital payments for indias first barrierfree toll system at choryasi toll plaza on nh 48 the mlff system uses rfid and ai for seamless toll collection pilots planned for other highways,2
"icici bank reduces minimum account balance requirement to rs 15,000 from rs 50,000 the bank rolls back its earlier decision on minimum account balance",1
"motilal oswal lists icici bank among 7 picks with up to 30 upside indian markets gained on auto, financials softer us inflation boosted sentiment",2
"icici bank trades at 14225 with a market cap of 10,14,6737 cr pe ratio stands at 192 eps is 741 volume recorded at 7,46,276",1
rbi clarifies banks independently set minimum balance requirements icici bank raises its minimum balance across all segments,0
"90 companies, including icici bank, hpcl, and reliance, announce dividends, bonuses, and stock splits from aug 1115 major payouts include akzo nobel 156, icici bank 11, hindustan petroleum 105, and reliance 55",2
icici bank raises minimum average balance for savings accounts from aug 1,0
"icici bank raised minimum balance for metro sb accounts to 50,000 from 10,000, targeting affluent customers in contrast, hdfc banks urban minimum is 10,000, and sbi removed minimum balance rules in 2020 for inclusivity",0
"rbi fined icici bank 75l for breaches in property valuation, valuers empanelment penalty also relates to noncompliance in opening current accounts and discipline",0
"rbi imposed a monitoring penalty on icici bank via order dated aug 7, 2025",0
"icici bank fined rs 10 lakh, compensates rs 105 crore for sim fraud vodafone idea fined rs 5 lakh both firms ordered to enhance security systems",0
"rbi governor flagged upis zerocost model as unsustainable, stressing someone must bear its costs icici bank to levy upi processing fees on pas from aug 2025, signaling a potential industry shift",0
icici bank charged rs 590 for sip autodebit failure due to insufficient funds experts highlight disproportionate penalties impacting small retail investors the most,0
"rbi to standardize claim settlement for deceased customers accounts and lockers, addressing delays and inconsistencies indian banks transferred 67,000cr unclaimed deposits to dea fund sbi leads with 19,3299cr, followed by pnb and canara bank",1
"icici bank announces b prasanna, a sanghai to exit smp roles by aug 5, 2025 both executives are transferring to icici group companies after their tenure ends",1
"icici bank trades near 52week high despite todays decline, outperforming sensex with a 242 annual return stock remains above key moving averages, with a decadelong growth of 415",2
"icici bank falls for the fifth session, trading at rs 14671, down 031 the stock rose 251 in a year, outperforming niftys 27 and nifty banks 11 gains",1
"lic increased stakes in ril, infosys, coforge, and others, boosting portfolio value to rs 1684 lakh crore lic trimmed holdings in hdfc, icici, divis labs made fresh entries in mazagon dock, siemens, and others",0
icici bank faces a tax demand of 261 cr plus penalty from maharashtra gst dept the banks earlier appeal was rejected further appeal steps are under consideration,0
"icici bank predicts a 65 chance of a 25 bps us fed rate cut in september, contingent on data fomcs latest meeting kept rates at 42545 dissent arose from two governors for the first time since 1993",1
"govt cuts upi subsidy to 015 per transaction, down from 025 last year icici bank passes charges to payment partners banks seek costoffset solutions",0
"icici bank sees evaluation adjustment amid strong financial metrics it reports 21 roa, 415 net profit growth, and 164 car",2
"icici bank to charge payment aggregators 24 basis points for upi transactions starting august 1 fees capped at 610 depending on escrow account other banks like yes bank, axis bank already levy such charges",0
"lenders, including icici bank, plan to sell jaiprakash powers ccps worth rs 3,800 crore the shares will be sold in the open market as part of jaiprakash associates bankruptcy resolution",1
"icici bank and hdfc bank perform well in q1, showcasing growth kotak mahindra bank and axis bank face challenges amid q1 results",2
"icici bank filed fy2025 form 20 f, detailing indian and us gaap financials profit under indian gaap at rs51,029 crore us gaap net rs51,354 crore",1
icici bank held 47 in india advantage fund iv and 24 in fund iii residual units were redeemed funds iaf iii and iv no longer associates of icici bank,1
"icici bank sees 7,870 put contracts at rs 1,480 strike, signaling activity the stock hit an alltime high but faced shortterm declines longterm trend strong",2
"icici bank hits alltime high of rs 1,500 on nse trading at rs 1,4834 icici bank announces dividend of rs 11share bullish sentiment noted by moneycontrol",2
"icici bank hits alltime high, showcasing strong performance in private banking record net interest income, profit, and solid capital adequacy drive market outperformance",2
"higher treasury gains boosted banks q1 profitability, despite nim pressure from rbis softer rate cycle icici banks treasury income doubled to 1,241cr, while axis and bandhan saw yoy profit dips",2
"icici bank leads as nifty reclaims 25,000 ril lags midcaps and metals rebound, adding strength to the market",2
"icici bank outperforms hdfc bank in june quarter with strong profit growth, resilient margins, and stable asset quality hdfc bank faces postmerger challenges like high cd ratio, weighing on investor sentiment and nearterm earnings",2
icici bank among top gainers as markets end in green hdfc bank also listed as a top gainer for the day,2
"icici bank, hdfc bank, and reliance industries release results analysts set new target prices investors advised to review updated targets before making buy decisions",1
"icici bank q1 fy26 report shows steady performance potential rerating discussed moneycontrol india, an sebiregistered advisor, publishes research recommendations",2
"icici bank drives largecap gains, while au small finance underperforms colgate palmolive and infosys earnings may impact market dynamics",2
"icici bank shows resilience amid mixed market bankex leads sector gains sensex stays below 50dma investors await united breweries, colgate results",2
analysts recommend buy on icici bank after strong q1 performance brokerages raise target prices but warn of nearterm margin pressure,2
"reliance, hdfc bank, and icici banks q1 results analyzed by anil singhvi the impact of these results on the market trajectory is discussed",1
"indian benchmarks likely to open flat as strong q1 earnings offset trade concerns hdfc bank, icici bank, and reliance industries reported betterthanexpected q1 results",2
"antique retains buy on icici bank, raises target price to 1,680 strong roa, roe, and stable profitability drive the optimistic outlook",2
"bernstein retains an outperform rating on icici bank, target price 1,440 strong margins and solid asset quality cited for premium valuation",2
"gift nifty dips as china holds rates ril, hdfc bank, icici bank q1 results awaited",1
"tata steel led nifty 50 gainers, up 16 at rs 16496 hdfc bank rose 142 to rs 1,98520 icici bank gained 105 to rs 1,44080 hindalco and eternal saw smaller gains of 096 and 105, respectively",2
"q1 earnings from infosys, bajaj finance, and reliance to guide markets indiaus trade talks and global cues also expected to impact sentiment",1
"tribunal upheld eds 78cr asset seizure of exicici bank ceo chanda kochhar, citing a prima facie money laundering case kochhar allegedly received 64cr quid pro quo from videocon after icici approved 300cr loan tribunal rejected ignorance claims",0
"nifty closed 06 lower at 24,96840 q1 results from major firms like infosys, reliance, and icici bank to impact sentiment corporate actions, ipos, fiidii activity, rupee movement, and crude oil prices to steer markets this week",1
icici bank warns of increased margin pressure due to repo rate cuts,0
"icici bank posts record low gross npas at 167 and strong pat of rs 12,6296 crore net interest income hits rs 21,1929 crore, though concerns persist over high nonoperating income",2
"dsp mfs top june holdings include coforge, icici bank, and infosys 67,000 coforge shares sold infosys stake rose by 3355 lakh shares",1
"icici bank delivers strong performance in q1fy26, as per cnbc tv18",2
"icici bank announces q1 results highlighting margins, home loan, and deposit growth",2
icici bank confirms no deviation in ncd proceeds usage per sebi regulation a compliance statement has been submitted following sebis prescribed format,1
"icici banks q1 pat rises over 15, nii grows over 10",2
"icici banks q1 fy25 standalone profit at 12,768 crore, consolidated 13,557 crore icici to fully acquire icici pfm for 2,035 crore, pending rbi, pfrda approvals",2
icici bank q1 expectations focus on growth sustainability and stable asset quality,1
"icici bank witnesses 8,478 put options traded at rs 1,400 strike stock shows resilience, strong liquidity, and increased investor interest",2
"icici bank report suggests rbi may cut repo rate by 25 bps to 525 in august due to easing inflation and mixed domestic demand inflation forecast for fy26 is revised to 29, but q4fy27 inflation could rise geopolitical risks and trade tariffs impact global outlook",1
"hdfc bank and icici bank face profit pressure from weak credit growth, thinning margins due to rbi rate cuts hdfc advances grew 04 vs 18 deposit growth icici may set higher provisions amid rising unsecured lending risks",0
"anil singhvi shared trade strategies for nifty50 and nifty bank, highlighting key levels and sentiment analysis fii outflows continue, diis show modest inflows axis bank results were weak, likely causing a 510 drop wipro, ltimindtree showed strong performance tata communications and 360 one wam results disappointed",1
"icici bank to announce q1fy26 results on july 19 strong earnings expected analysts cite robust loan growth, higher other income, and lower slippages",2
"icici bank trades near 52week high, up 141 yoy, outperforming sensexs 24 stock fell 12 in 2 days, showed 3315 intraday volatility, and underperformed sector by 08 today",2
"banking sector q1fy26 preview shows weak profits, margins, and loan growth, with credit growth at 96 by june 13 private banks prioritize margins over credit growth icici and axis outperform indusind and bandhan in managing credit costs",1
"icici bank challenges mials rs 3,240 crore rights issue, claiming it breaches prior agreements and dilutes pledged equity the bank seeks to block the issue, alleging undervaluation at rs 10share and potential prejudice to lenders interests",0
"sp affirms icici banks bbb positivea3 ratings with positive outlook sacp upgraded to a due to stronger funding, liquidity, and improved capital",2
"icici ventures invests 100 cr in arteria technologies series b funding to boost team, ai innovation, and market growth arteria aims to scale engineering, expand into new sectors, and enhance supply chain solutions integrated with financing options",2
"indian banks gained market cap in q1fy26 despite credit growth slowdown, with hdfc bank up 97 and icici bank up 74 au small finance bank led with a 531 increase, while uco bank saw the biggest loss, down 92 in market cap",2
icici bank files draft red herring prospectus with sebi for ipo ipo includes offer for sale of equity shares by prudential corporation,1
"icici prudential amc files drhp for ipo, offering 10 stake via ofs icici bank plans to acquire 2 shares preipo fy25 pat at 265b",2
"nifty bank index fell 015 to 569492 kotak mahindra, pnb, bob emerged as gainers, while sbi, icici, au small finance led losers sensex rose 96 pts jp power, pc jeweller, vodafone idea, yes bank were heavily traded tata motors and happiest minds rated as buys",0
"mcap of six top firms dropped rs 70,3255 cr hdfc, icici lead losses reliance, infosys, sbi, and hindustan unilever gained in market valuation",0
"odisha govt reinstates icici bank, axis bank, and hdfc bank for state business the decision follows assurances to improve priority lending and creditdeposit ratios",2
"nifty july futures closed at 25,500, a 947point premium to cash markets 25,4053 top traded contracts included avenue supermarts, icici bank, and vedanta",1
"icici bank sees 2m shares traded, nearing 52week high of rs 1,4716 ltp at rs 1,435, indicating trend reversal delivery volume rose 251 vs 5day avg market cap at rs 10,23,0937 crore reflects robust investor interest",2
"rxil crosses rs 2 lakh cr msme invoice financing milestone, aided by sidbi, nse, and major banks rxil facilitated rs 80,500 cr financing in fy25, fostering msme credit access and financial inclusion",2
"dreamfolks services fell 4 to rs 22685 after ending programs for axis bank, icici bank the company clarified its contracts with these clients remain valid despite the termination",0
icici pru mutual fund launches nifty private bank index fund benchmark index has delivered 20 annual returns over 5 years,1
"nifty bank index fell 023 to 5731275 top gainers included pnb 39, bob 31, canara bank 29 top losers were axis bank 21, kotak mahindra 2, icici bank 11, and hdfc bank 07",0
"icici bank projects indias trade deficit to hit 300bn in fy26, 7 of gdp, despite moderate oil prices services exports, remittances steady cad expected at 30bn, 07 of gdp amid resilient domestic growth",1
icici bank intends to raise its icici prudential amc stake by up to 2,2
"icici bank raised 1,000 crore via tierii bonds at 745 coupon the issue included a 500 crore base and 500 crore green shoe option",2
"icici bank accepts bids for 10b basel iii tier ii bonds maturing in 15 years bonds sale confirmed by three merchant bankers, representing private sector issuance",2
"odisha removed hdfc, icici, and axis bank from its panel over poor performance in govt schemes state departments must close accounts with these banks fixed deposits to shift postmaturity",0
"indias monsoon rainfall is 4 above normal as of june 24, aiding kharif sowing, which is up 104 yoy icici bank research notes rice sowing surged 579 yoy, while oilseeds declined 2, with uneven rainfall distribution",1
"major firms, including icici bank and samvardhana motherson, plan to raise 10k cr via bonds debt issuances come amid market volatility due to geopolitical tensions and june policy effects",1
"icici bank sees a rise in open interest 119 at 258,296 contracts, trading near its 52week high of 1,4716 despite sector underperformance 06, liquidity remains strong with a 242 crore trade size amid active participation",2
"mcx sees profit booking post strong gains in prior sessions icici securities raises target price to 8,800 per share",2
"nifty bank index fell 054 to 55,94905 icici bank, axis bank led losses shares like happiest minds, tata motors show upside potential several stocks hit 52week highslows",0
"yes bank recovers rs 201 crore via npa settlement, triggering disclosure under regulation 30 moodys upgrades yes banks rating to ba2 with stable outlook rbi extends md prashant kumars term",1
icici bank to revise atm cash transaction and imps charges from july 1,1
"icici bank allots 211,414 equity shares under employee stock unit scheme 2022 approval granted by executives at 1008 am on june 20, 2025",1
"icici bank outperformed sensex with a 275 annual gain vs sensexs 51 stock dropped 21 in 2 days, but remains above 100 and 200day averages",2
"sensex and nifty rebounded on june 18, 2025, aided by foreign fund inflows buying in reliance and icici bank drove sensex up 931 points to 81,6764",2
